id,onerank,tworank,namec,namee,jianj,state,due,raw,foreach,ways
,农作物-烟草,烟草,烟草气候斑点病,Tobacco weather fleck ,异名  烟草气候斑病。烟草气候斑点病在病重地区或田块，损失2～3片烟叶，约占总叶片数的10%～15%。各地普遍发生，为害较重的有云南、河南、福建、广东、山东和广西等地。 ,因烟草生育期、气候及烟草品种的不同而症状各异。主要在移栽后3～6周烟株的中、下部叶片上。受害叶片正面出现许多密集的、不定形的水渍状小斑，直径1～3mm。斑点常集中在主脉和侧脉的两侧，若发生在正在伸展的叶片上，则多集中在叶尖部分。斑点初为褐色，在1～2天内变为灰白或白色，中心坏死，边缘组织失绿。在较敏感的烤烟品种上，当病斑融合时，可引起叶片大面积枯死，脱落形成穿孔，严重时仅残留主脉和支脉的骨架。在受严重为害的白肋烟上，病斑常在症状出现后1～2周内穿孔。在马里兰烟，除在叶片出现斑点外，常伴随烟株早衰和叶片脱落。不论何种类型，病斑均不透明，也无黑点或灰色霉状物。,(1)寄主抗性。品种间对气候斑抗性有很大差异。(2)环境。若冷空气来袭，引起连续低温，多雨、日照少，土壤水分含量高，烟草叶片细胞间隙充满水分，气孔张开，雨后骤晴，病害便可能大发生。(3)栽培。烟草感发病毒病后可发病重。土壤缺氮或氮肥过量，磷的供应不能满足其正常生理需求，就易产生气候斑病。 ,引起气候型斑点病的主要原因是由于空气中臭氧的毒害。大气中臭氧浓度0.06～0.08mg/kg，与烟株接触24小时以上即可发病，若臭氧浓度提高所需时间则相应地缩短。大气中的二氧化硫等有害气体可加重发病，使发病所需的臭氧浓度更低。 ,,培育选用耐病品种，如中烟90、Nc89、Nc628、云烟2号等。不要在城郊、有工业污染的地方或地块种植烟草。施足基肥，及时追肥，适当控制氮肥，做到氮、磷、钾平衡供应。移栽后低温多雨要及时中耕除草，增加田间通风透光度，防止土壤湿度过大。 ,
,农作物-烟草,烟草,烟草剑叶病,Tobacco frenching ,异名  烟草刀叶病。烟草剑叶病主要分布在山东、河南、安徽、湖北、贵州、云南、和台湾偶有发生。 ,从苗期至开花期均可发生。发病初期幼叶边缘褪绿黄化，逐渐向中脉扩展，严重的整个叶脉都变为黄色，而侧脉保持深绿色，呈网纹状。叶片只有中脉伸长而形成剑状或带状叶片。病株顶端的生长受到抑制而呈现植株矮化，茎基部腋芽早发簇生呈丛枝状，新长出的叶片呈大小不等的剑叶状。有时除下部叶片变黄化、根部略粗短外，无其他异常现象。 ,土壤潮湿、通气性差、排水不良或土壤盐碱、氮素缺乏时易发病。土温偏高、35℃以上发病重，低于21℃症状不明显。土壤结构不好，整地粗糙、排水不良或初开荒的烟田易发病。 ,病原为蜡状芽孢杆菌Bacillus cereus Frankland and  Frankland。（1）形态。菌体杆状，有芽孢，大小（3.0～5.0）m×（1.0～1.2）m。（2）特性。革兰氏染色阳性，在培养基上产生光滑或粗糙的菌体。光滑的菌体周生鞭毛多根，能活动；粗糙的菌体则多不能活动。该菌的代谢产物异亮氨酸是引起该病剑叶症状的直接原因，且异亮氨酸的积累与细菌分泌的毒素破坏了寄主的正常氮素代谢。 ,侵染循环病原细菌可在土壤中长期存活，不引起病害。只有在该菌分泌毒素破坏寄主正常代谢、造成异亮氨酸积累达一定量时，才能引起烟草形成剑叶症状。 ,增施腐熟的有机肥，深耕、暴晒土壤，改善土壤理化性质。发病后补施氮肥可减轻症状。干旱年份及时灌溉和追肥，雨后及时排出田间积水。秋耕时施用硫磺30千克/hm2可减轻下一年发病。 ,
,农作物-烟草,烟草,烟草根褐腐线虫病,,烟草根褐腐线虫病分布于云南、陕西、山东及安徽等省。 ,受害烟株地上部分与根结线虫的症状相似，但地下无根结形成，而是产生伤痕。当烟根被刺伤后，其斑痕初为无色水渍状，随后斑痕由灰黄变成褐色，这种斑痕在根尖伸长区最多。斑痕极易破裂，皮层脱落，仅留下维管束柱，有时在地表附近可长出新的次生根，而其下大部分根系腐烂，极易拔出。 ,此线虫不抗干燥，砂质及砂壤土发病较重。 ,烟草根褐腐线虫病病原为短体根腐线虫Pratylenchus spp.。 ,病原线虫主要以卵、成虫在烟草及其他寄主的残根内和土壤中越冬。在田间主要靠流水及田间操作时人、畜、农具等携带线虫而扩散。 ,(1)农业防治。实行3年以上的轮作，但注意不与大豆、花生、薯类和禾本科作物轮作，以水旱轮作效果好。收获后，铲除病根，冬翻晒垡；粪肥经高温发酵后施用；收后烟田灌水浸泡1个月，可消灭线虫。施用无病腐熟有机肥，培养壮苗。清除病残及时清除田间杂草寄主，铲除病根，冬季翻耕晒田。(2)药剂防治。移栽时在移植穴附近撒施15%铁灭克颗粒剂，每亩用量0.8～1千克，或用5%涕灭威颗粒剂2.5～3千克撒施，或用10%克线丹颗粒剂1.5千克，或用10%克线磷颗粒剂2千克撒施。 ,
,农作物-烟草,烟草,列当,Skyblue Broomrape ,,,,（1）成株。植株高15～40厘米，被蛛丝状白色长绵毛。茎直立，不分枝，具明显条纹，稍带肉质，黄褐色，基部较肥厚。叶互生，鳞片状，卵状披针形，黄褐色。（2）花。穗状花序顶生。苞片卵状披针形，先端尾尖，无小苞片；花萼膜质，2深裂至基部；花冠唇形，深蓝色、蓝紫色或淡紫色。（3）果实。蒴果卵状椭圆形，2裂，内具多数黑色种子；种子极小，通常不规则椭圆形或圆柱形，长0.16～0.28毫米，宽0.14～0.23毫米，扁平，干后黑褐色，表面有网状纹，网眼底部具蜂巢状凹点。 ,二年生或多年生寄生草本。花期4～7月，果期7～9月。种子繁殖，借风及动物传播。寄生于生长在海拔850～4000米的砂土、沙坡及山坡草地上的蒿属植物根。 ,严格检疫制度，严禁从病区调运混有列当的种子。播种前精细选种，汰除夹杂的列当蒴果或种子。在列当出土盛期和结实前及时中耕锄草2～3次，开花前要连根拔除或人工铲除并将其烧毁或深埋。发病后适当增施肥料，可减轻为害。 ,
,农作物-烟草,烟草,菟丝子,China Dodder,异名  豆寄生、无根草、黄丝、金黄丝子、马冷丝。菟丝子在我国分布于河南、四川、山东、安徽、辽宁、吉林、黑龙江等省. ,致受害株茎变细或弯曲，植株低矮，叶片小而黄，结薯小。严重的茎被菟丝子缠满，整株朽住不长，直至死亡。 ,,病原为中国菟丝子Cuscuta chinensis Lamb.和日本菟丝子Cuscuta japonica  Choisy var.japonica。中国菟丝子。茎纤细，丝状，淡黄色。无叶，数个至十余个小花簇生，较松散，有时2个并生；花萼杯状，5裂，背中有脊，基部大半相愈合；花冠白色、壶状或钟状，裂片5个，向外反曲，果实成熟时将果实全部包住；雄蕊5枚，生于花冠二分之一略上部，与花冠裂片互生，花丝短雌蕊一枚，子房二室，每室着生2胚珠，花柱直立后分叉，柱头头状。蒴果球形、稍扁，破裂时呈盖裂；种子表面较粗糙，有白霜状突起。日本菟丝子。无根，茎较粗壮，直径1～2毫米，以黄色或紫红色为多，分枝多，常带紫红色瘤状斑点。花小，白色、黄色或浅红色，长3～5毫米，顶端5浅裂。穗状花序或总状花序，花冠管状、球状或钟状。蒴果球形或卵形，种子1～4粒，无色。胚在肉质胚乳中，丝状，呈圆盘形或螺旋形弯曲，无子叶。,菟丝子种子在适宜条件下发芽，形成细丝状的幼芽在空中来回旋转，遇到适当寄主就可缠绕其上，然后形成吸根伸入寄主吸取水分和营养，随后固定在土粒上的一端就枯萎死亡。菟丝子茎迅速生长，积蓄形成吸根侵入寄主。以后菟丝子开花结实，种子脱落于土壤来年再引起危害或混杂于烟种子间，随种子而传播。菟丝子种子在土壤中可存活5～8年。 ,（1）农业防治。实行与禾本科作物轮作，可减轻菟丝子为害。在采种田必需彻底清除菟丝子，避免菟丝子种子混入烟草种子。发现菟丝子后立即摘除，摘除的菟丝子必需深埋或烧毁，因其任何一段均可再生继续为害。（2）药剂防治。菟丝子发生初期，选用鲁保1号300～400倍液喷雾防治，隔7天1次，连续防治2～3次。也可在烟草播种后出苗前喷洒50％乙草胺或40％地乐胺乳油300倍液。 ,
,农作物-桑树,桑树,桑里白粉病,Mulberry powdery mildew ,异名  桑白背病。桑里白粉病为害桑树、梨、苹果、枫杨、板栗等多种阔叶树。桑树叶部常见的真菌病害。各栽桑地区普遍发生。,病害多发生在枝条中下部将硬化的叶片上，随叶片老熟而逐渐严重。多由下部叶片向上发展，枝梢先端嫩叶不受侵害，但晚秋期也能侵害上部叶片。初发病时，叶背散生白粉状圆形霉斑，后不断扩大，连接成片。严重时白粉布满叶背，同时在叶表面的相应处也随之发生淡黄褐色病斑。发病后期，病斑中央密生黄色的小粒点，即闭囊壳。后小粒点逐渐变黑，白色粉霉消失。 ,桑里白粉病的发生与温湿度、桑叶的硬化程度及对桑的采叶方法等有密切关系。(1)寄主抗性。硬化早的桑品种容易发病。(2)环境因素。盛夏期，气温过高，对病菌生长不利，病害发生受到抑制。气温低的山区桑园较平地桑园易发病。(3)栽培因素：地下水位较低或干旱的丘陵地发病重。密植桑园及缺钾的桑地发病较重。冬留干和春伐的桑园发病重。由下向上合理采叶发病较轻，反之，发病较重,病原为桑生球针壳Phyllactinia moricola (P.Henn.)Homma，属子囊菌亚门。①菌丝。菌丝体不分枝，纵横交错成网状。菌丝葡甸于叶背，用附着器吸附于叶背表皮，部分菌丝从气孔侵入细胞间隙，以吸器伸入细胞内摄取养分。在叶面上的营养菌丝垂直长出分生孢子梗。②分生孢子梗。丝状，无色，大小(167～236)?m×(5～8)?m，有3～4个隔膜，顶端膨大形成分生孢子。③分生孢子。棍棒状，无色，单胞，大小(60～86)?m×(19～26)?m，多为单生。④闭囊壳。扁球形，直径183～283?m，周边具5～18根针状附属丝，有时多至32根。闭囊壳内具子囊9～14个。⑤子囊。无色，圆形，基部有短柄，大小(60～105)?m×(25～40)?m，内有子囊孢子2～3个。⑥子囊孢子。无色或淡黄色，单胞，椭圆形，大小(30～4)?m×(19～26)?m。 ,(1)菌源。病原以闭囊果粘附在枝干、病叶中越冬。(2)传播：第2年散出子囊孢子，随风、雨飞散到桑叶上成为初次侵染源。(3)发生时期。长江流域桑区多在9～10月份盛发。广东蚕1～3月底开始发生，4～5月份盛发，6月后逐渐减少，7～8月份基本停止发生，至10月份又有1次发病高峰。 ,选栽硬化迟的桑树品种。及时采叶，采叶时自下而上，防止桑叶老化。加强培肥管理，注意抗旱，推迟桑叶硬化。发病初期全面喷洒0.3%～0.5%多菌灵；采叶期喷70%甲基托布津1500倍稀释液，隔10～15天再喷1次；冬季喷波美度2～4度的石硫合剂，杀灭枝条和地面上的越冬病菌。 ,
,农作物-桑树,桑树,桑污叶病,,桑污叶病是桑叶夏、秋季常见病害，病害使桑叶提早硬化，容易萎凋，叶质低劣，不能喂蚕，影响秋蚕生产。各栽桑地区均有发生。,主要为害较老的桑叶，嫩叶上很少见到。叶片发病后在叶背先发生煤灰色的圆形霉斑，随病情扩展，在对应的叶表面也产生同样大小的灰黄色至暗褐色变色斑。严重时病斑融合或布满叶背，造成整张叶片变色。该病常与桑里白粉病混合发生。 ,(1)寄主抗性。叶片硬化早的品种易发病。(2)环境因素。冬季多雨，病叶易腐烂，叶背霉层淋洗后菌丝体减少，发病轻，反之则发病重。夏、秋季干旱的年份发病重。(3)栽培因素：通风透光差、积水闷热的桑园易发病。 ,病原为桑旋孢霉Sirosporium mori (H.& P. Syd.)M. B.Ellis，属半知菌亚门。菌丝匍匐于叶背面。分生孢子梗圆筒形，褐色，大小(33～56)?m×(4～6)?m。分生孢子梗从匍匐菌丝长出，离生。分生孢子壁厚，褐色，有倒棍棒状、圆筒形、纺锤形等，大小(25～37)?m×(4～6)?m。老熟分生孢子含有油球。 ,(1)菌源。病原以菌丝和分生孢子在病叶组织上越冬越冬分生孢子萌发率很低，即使萌发，其芽管也很短，侵染力不强。因此，不能成为重要的初次侵染源。(2)传播：潜伏在病叶组织内的越冬菌丝于夏、秋季发育，产生分生孢子，借风雨传播引起初侵染，后在新病斑上又产生分生孢子进行再侵染。(3)发生时期。该病多在晚秋落叶前的一段时间发生。 ,(1)农业防治。选栽湖桑7号、湖桑28号、湖桑29号、湖桑32号、湖桑38号、湖桑39号以及黑油桑等抗污叶病的品种。②合理采叶，秋蚕期尽可能先采枝条下部叶，防止叶片硬化发病。③加强肥培管理。夏伐后适时增施肥料，秋季干旱时及时灌溉，延迟桑叶硬化。④晚秋季彻底清除病叶，沤制堆肥。冬耕时将残叶深翻入土，消灭越冬病源。(2)化学防治：发病早期用65%代森锌可湿性粉剂 500倍液，或70%代森锰锌可湿性粉剂 500倍液，或50%多?霉威可湿性粉剂 800倍液，喷布叶片，苗圃地用0.7%波尔多液喷布叶片，防止病害扩展。 ,
,农作物-桑树,桑树,桑叶枯病,,桑叶枯病在辽宁、内蒙古、山东、四川、江苏、浙江、福建均有发生。 ,为害叶片，以嫩叶发生较多。春季发病来势快，发病叶缘发生深褐色的连片病斑，随着桑叶的生长多向反面卷缩，严重时全叶发黑、脱落，整枝新梢只留嫩芽。夏季顶端叶片发病时，叶尖及附近的叶缘变褐，渐次前半叶成黄褐色枯斑；下部叶片发病时，叶缘或叶脉间发生黄褐至灰褐色不规则形的大病斑。病斑边缘颜色较深，病、健部界限明显。病斑吸水而腐败，干燥时裂开。发病叶容易脱落。湿度大时，病斑上产生暗蓝褐色霉状物，即病菌的分生、孢子梗和分生孢子。 ,品种间发病性差异明显。高温多湿有利病害的发生，雨后晴天发生更多。该菌在萌发和入侵桑叶时不能缺水，但侵入后即使天气干燥也可产生大病斑。阴雨条件下能产生大量分生孢子引起该病大流行。天气干燥时孢子形成少，该病处于停滞状态。地下水位高，通风透光不良和施入有害物质的桑园发病较重。 ,病原为桑单胞枝霉Hormodendrum mori Yendo，属半知菌亚门。(1)形态。①分生孢子梗。褐色，大小(235～290)?m×(5～7)?m，具隔膜6～10个，初单生，后形成丛梗。丛梗的顶端或隔膜处分枝长出数个细长细胞，多为单胞，具l～3个隔膜，分生孢子梗顶端与这种细胞之间明显收缩。②分生孢子。单胞，暗褐色，椭圆形至柠檬形，大小(6～10)?m×(4～6)?m，从各个细长细胞的顶端长出。,病原以菌丝体在病叶组织中越冬。第2年产生分生孢子，借风雨传播到桑叶上，引起初侵染。后病部不断形成分生孢子进行再侵染。,(1)农业防治。选用育2号、新一之濑等较抗病的品种。合理密植，适度采叶，保持通风透光，雨后及时排水，防止湿气滞留。病叶应随时收集烧毁或作堆肥。冬耕时将病叶深翻到深层土中。(2)化学防治：发病初期喷70%甲基硫菌灵可湿性粉剂1500倍液，或50%多菌灵可湿性粉剂 1 000倍液。夏伐后用波美4～5度石硫合剂进行树体消毒。 ,
,农作物-桑树,桑树,桑褐斑病,Mulberry brown leaf spot ,异名  桑烂叶病、桑烂斑病、桑焦斑病。桑褐斑病初期病斑少而小，病叶尚可饲蚕，受害重的桑叶，病斑多而大，使病叶枯萎，提早脱落或整叶腐烂，严重影响桑叶的产量和质量。浙江和江苏两省发生较为普遍。安徽、云南、山东、河南和新疆等地也有发生。,主要发生在叶片，很少寄生在新梢上，嫩叶发生较多。(1)叶片。病斑呈现于叶的正背两面，初为暗色水渍状，芝麻粒大小，病斑周围叶色稍变黄，逐渐扩大成近圆形，茶褐色或暗褐色，轮廊明显。病斑继续扩大时，因受叶脉的限制而呈多角形或不规则形，边缘暗褐色，中部淡褐色，其上环生白色或微红色后变黑褐色的粉质块，即分生孢子盘。病斑周围叶色稍褪绿变黄。病斑吸水膨胀，易腐败穿孔，干燥时中部裂开。严重时病斑连接，形成烂叶现象，叶片枯黄容易脱落。当日照少、雨水多时，发生更多。晚秋发病时，病斑周缘常有紫褐色的晕纹，叶脉被侵染亦变紫褐色，叶背更为明显。严重发病叶片上许多病斑相互连接成大病斑，不久叶片枯焦，形成焦斑、烂叶而脱落。(2)新梢、叶柄：叶柄、新梢发病时，则呈暗褐色，长形略凹陷的病斑。,品种间抗病性差异显著。高湿年份，特别是在雨季长、雨量多时，发病重。阴雨连绵、日照不充分，发病重。在河流、池塘、水稻田周围的桑田，因环境多湿，发病较重。通风透光性差、地下水位高及肥培管理差的桑田容易发病。 ,桑粘隔孢Septogloeum mori Briosi et  Cavara，属半知菌亚门。分生孢子盘埋生，大小60～150?m，成熟后外露。分生孢子梗圆筒形，丛生，单胞，无色，大小(5～15)?m×(2.5～3)?m。分生孢子棍棒状，两端圆，顶部稍细，成熟时有隔膜3～5个，大小(30～50)?m×(3～4)?m。 ,病原以菌丝和分生孢子盘附在枝条或残留叶上越冬。春天产生新的分生孢子，随风雨、昆虫等传播到叶面上引起初次侵染。经10天左右就可出现新病斑。不久，新病斑上又产生分生孢子盘，形成新的分生孢子，引起再侵染。在整个生长季节里，只要条件适宜可以多次重复感染，为害不断扩大,(1)农业防治。选用抗病品种，如湖桑7号、湖桑32号、湖桑147号、荷叶白、桐乡青、伦教40号、早青桑、湖桑35号、四川油桑、桐乡青、剑枝等。②合理采叶收获，注意通风透光，雨后注意桑园的排水，防止湿气滞留。增施有机肥料，改良土壤，增强树势，提高桑树抗病力。④随时收集病枝，特别是冬前落叶要彻底清除烧毁或作堆肥，以消灭越冬病原。⑤冬季剪梢、翻耕土壤，将散落地面的病叶深翻到深层土中。(2)化学防治：①每株桑树有几片病叶，每病叶有2～3个褐色病斑时，应立即喷50%多菌灵可湿性粉剂 1500倍液，或70%甲基硫菌灵可湿性粉剂 1 500倍液，或50%苯菌灵可湿性粉剂1500倍液。隔10～15天喷1次，连续2～3次。②发病重的桑田在秋蚕结束后，喷1～2次0.7%倍式波尔多液。③春季桑树发芽前全面喷1次波美4～5度的石硫合剂，可杀灭枝干上的病菌。 ,
,农作物-桑树,桑树,桑炭疽病,Mulberry anthracnose ,桑炭疽病是桑树实生苗的主要病害，成林桑发病重时株发病率为100%，叶发病率为30%左右。实生苗开展两片真叶前后发病时，死苗率可达5%～10%。叶片枯黄，提早硬化，影响秋蚕饲料。华东、西南地区均有发生，以浙江、江苏发生较为普遍。 ,主要为害枝条基部老叶，嫩叶很少发病。叶片发病初期出现点状病斑，黄色红褐色，后发展成不规则形或近圆形的暗红色病斑，边缘有时色较深，中部有的呈灰色或淡褐色，叶脉鲜红或红褐色。病斑正背面散生棕褐色至黑色小点，即分生孢子盘。病斑扩大相连，使叶片叶枯焦状。 ,品种间抗病性有差异。高温高湿有利于病害发展。地势低洼、地下水位高的桑园，特别是夏秋季雨后积水的桑园，叶发病率高，为害重。连作苗圃地发病重。,病原为桑炭疽菌Colletotrichum morifolium Hara，属半知菌亚门。(1)形态。①分生孢子盘。黑色，直径55～300?m，初生于表皮下，成熟后突破表皮外露，其上丛生短线状分生孢子梗。②分生孢子梗。单胞无色，大小(5～7)?m×(2.5～3)?m，梗上着生具粘液物质的分生孢子。③分生孢子。纺锤形至镰刀形，单胞，无色，大小(21～36)?m×(3～6)?m。④刚毛。在分生孢子的四周和分生孢子梗间生暗黑色针状刚毛，有1～4个隔膜，基部较粗，大小(35～110)?m×(4～5)?m。(2)特性。病菌生长温度范围5～31℃，生长适温22～26℃。在pH4.5～8，4的范围内均能生长，最适pH5.6～6.2。 ,(1)菌源。病原以菌丝体及分生孢子盘在病叶上越冬，次年产生分生孢子，经风、雨、昆虫传播为害。一般常在秋季发生，8～9月份后病势加剧，直至落叶。苗圃地发生较多。,(1)农业防治。选用抗病品种，如湖桑199等。发病重的苗地与水稻轮作1年后培苗。合理采叶，成林桑坚持由下向上分次采叶收获，每次采叶后枝条梢部留6～9叶，可有效控制病害的发生。加强桑园肥培管理，多雨时注意开沟排水，秋旱及时灌溉，增施肥料，防止桑叶硬化，减少病害发生。秋季及时收集病叶烧毁或沤肥；冬季落叶前将病叶集中烧毁，以消灭越冬病源。(2)化学防治：①发病初期喷50%多菌灵可湿性粉剂 1000倍液，或25%溴菌清可湿性粉剂 500倍液，或80%炭疽福美可湿性粉剂 600倍液，或70%甲基硫菌灵可湿性粉剂 l000倍液，或50%苯菌灵可湿性粉剂1500倍液，或80%大生M-45可湿性粉剂 500倍液，或80%喷克可湿性粉剂600倍液。喷药时要特别注意喷湿枝条中下部病叶的正反两面。②夏伐后喷波美4～5度石硫合剂进行树体消毒。 ,
,农作物-桑树,桑树,桑芽枯病,,桑芽枯病在辽宁、山东、江苏、浙江、安徽、广东、云南、贵州、台湾各省均有发生，江苏、浙江一带尤为严重。桑园发病重时，桑枝枯死，影响春叶产量。 ,主要为害桑芽。春季发芽时，在枝条中上部的冬芽或伤口周围产生红褐色略凹陷的油溃状病斑，逐渐扩大，其上密生针头大的略有隆起的粉红色小粒。小粒逐渐突破表皮变成橙红色的肉质小粒，围绕冬芽作环状排列，使冬芽不能萌发。若发芽后被害，则病部的新梢和嫩叶急剧萎雕，当病斑环围枝条，也能使病部以上枝条枯死，枝条被害部皮层腐烂，很易剥离，并散出酒精气味。病部在5月以后产生紫黑色的颗粒，即子囊壳。若病斑只限于一处，则易使病部成肿瘤状。 ,(1)寄主抗性。品种间抗病性有差异。幼龄桑树较易发病。(2)环境因素。生长适温20～25℃，低温多湿环境发病重。(3)栽培因素：秋叶采摘过多、过早和多施氮肥的桑园发病重，虫伤和冻害可加重为害。地势低洼、密度大的桑园发病重。 ,桑生浆果赤霉菌Gibberella baccata (Wallr.) Sacc.var moricola (de Not.) Wollenwl，属子囊菌亚门。无性态为砖红镰孢Fusarium laeritium Nees，属半知菌亚门。桑菌寄生菌Hypomyces soiani f.sp.mori Sakurai etMatuo.、豌豆菌寄生菌Hypomyces sotani f.sp.pisi(Jones) Snyd.et Hans也可引起桑芽枯病。(1)形态。①子囊座半球形。②子囊壳椭圆形，淡蓝色，大小(210～285)?m×(172～225)?m。③子囊棍棒状，无色，有短柄。④子囊孢子椭圆形，有1～5个隔膜。⑤分生孢子座埋生木栓层皮下。⑥分生孢子梗短，无色，大小(10～15)?m×(3～4)?m。⑦分生孢子新月形，无色，有3～5个隔膜，大小(27～40)?m×(3～4.5)?m。(2)特性。病菌生育温度范围为4～36℃，最适温度24～26℃。生育最适pH值为6.5～7。 ,(1)菌源。病菌于5月前后产生子囊壳，9～10月份弹出子囊孢子，侵入桑树枝干后，以菌丝状越冬。(2)传播：次年3～4月生分生孢子，随风、雨及昆虫传播，通过皮孔和伤口侵入为害。当年产生的孢子，引起再次侵染，扩大为害。夏季和早秋气温高，桑树愈伤组织分裂旺盛，伤口容易愈合，孢子侵入后，迅速被愈伤组织包围而不能向深层侵染。到8月下旬以后，愈伤组织分裂能力减弱，病菌易于侵入。(3)发生时期。浙江省多发生在2月下旬至4月下旬。 ,(1)加强肥培管理。合理采摘夏秋叶，不可过多、过早，特别幼龄桑园更应注意，一般应保留1／3叶片。②秋季避免迟施、偏施氮肥。加强治虫，采摘秋叶注意留柄，保护冬芽。③冬季桑园管理严防枝条创伤。④注意氮、磷、钾配合施用。夏秋期间适当增施钾肥，避免迟施和偏施速效性氮。⑤桑树顶芽停止生长时，剪去枝条稍端未木质化部分，可减少冻枯和病害侵染。及时剪除并烧毁发病严重的病枝，局部病斑也应及时刮除烧毁。(2)化学防治：发病严重的桑园，冬季或早春在枝条上喷洒波美5度硫合剂。枝干伤口用1%硫酸铜液或65%代森锌500倍液进行消毒，然后涂抹20%石灰浆或波尔多液浆，进行保护。也可用1%硫酸铜液或65%代森锌500倍液消毒枝干伤口，然后涂抹20%石灰浆，进行保护，减少发病。 ,
,农作物-桑树,桑树,桑拟干枯病 ,,异名  桑胴枯病。桑拟干枯病在浙江、江苏、甘肃、山东、云南等省都有发生。 ,主要为害枝条，枝条中下部和半截枝发生较多。生长衰弱的幼龄桑树尤易发生。发病时以冬芽为中心，产生褐色椭圆形病斑，以后逐渐扩大。病斑湿润时为水肿状，干燥后稍凹而皱缩，被害部皮层容易剥离，皮下密生黑色小点即病菌的子囊壳或分生孢子器。病枝上的病斑数目不等，常互相扩展形成大病斑。发病后冬芽常不萌发或发芽后迅速萎雕，严重时病斑绕枝条一圈，引起病部以上的枝条逐渐枯死。,多发生在生长势差的桑树上，尤其幼龄桑树较易发生。采叶粗糙或害虫严重、遭暴风雨、冰雹及冻害袭击易发病。 ,病菌主要有梭孢黑团壳Massaria phorcioides Miyake、桑生黑团壳M.moricola Miyake、桑黑团壳M.mori Miyake等多种，均属子囊菌亚门。子囊壳球形，开口在表皮外，内生子囊和侧丝。子囊棍棒状，子囊孢子初无色，后褐色，具隔膜4～6个。 ,病原以子囊壳或分生孢子器在病枝上越冬，在4～5月份间散出孢子，随风、雨及昆虫传播，通过皮孔和伤口侵入枝条。 ,(1)加强肥培管理。合理采摘夏秋叶，不可过多、过早，特别幼龄桑园更应注意，一般应保留1／3叶片。秋季避免迟施、偏施氮肥。加强治虫，采摘秋叶注意留柄，保护冬芽。冬季桑园管理严防枝条创伤。注意氮、磷、钾配合施用。夏秋期间适当增施钾肥，避免迟施和偏施速效性氮。桑树顶芽停止生长时，剪去枝条稍端未木质化部分，可减少冻枯和病害侵染。及时剪除并烧毁发病严重的病枝，局部病斑也应及时刮除烧毁。(2)化学防治：发病严重的桑园，冬季或早春在枝条上喷洒波美5度硫合剂。枝干伤口用1%硫酸铜液或65%代森锌500倍液进行消毒，然后涂抹20%石灰浆或波尔多液浆，进行保护。也可用1%硫酸铜液或65%代森锌500倍液消毒枝干伤口，然后涂抹20%石灰浆，进行保护，减少发病。,
,农作物-桑树,桑树,桑断梢病,,桑断梢病严重为害春梢的病害。病梢易遇风易从基部病斑处折断。严重发生时，病株率可达100%，梢发病率达25%～30%，不仅春叶欠收，对夏秋叶产量的树势都有很大影响。四川、浙江发生为害，尤其在四川蚕区广泛流行。 ,桑椹成熟期，在新梢基部2～3cm的皮层上，病初呈点斑，再变为块斑，后发展成为周斑，病斑内的木质部及皮层大部分坏死，失去输导作用，整个病斑干腐，向内凹陷，遇风吹雨打，采叶挪动时从凹陷处脆断，吊挂树上，枝垂叶枯。 ,无花桩品种或只开雄花而不开雌花的桑品种不发生断梢病。在桑品种中，小冠桑易发病，实生桑发病少。空气相对湿度80%以下很少发病，80%以上发病重。地势低洼、接近水塘的地块，土壤湿度大，发病率高。 ,,病菌侵入桑雌花，引起初次侵染，产生白桑椹。每个白椹内，有数粒小粒菌核。病椹脱落后，病原以菌核在土壤表面越冬。春天，越冬菌核开始萌发，初成杆状，再膨大成球状，然后开展成杯、盘状。菌核可长出子囊盘1～2个，最多可达11个。桑树开花期，子囊盘释放子囊孢子侵染雌花。子囊孢子随气流传播到雌花上，形成白椹，再通过病椹柄侵染新梢基部皮层，使其组织坏死、褐变，进而出现病斑。,(1)农业防治。选用开雄花的品种或抗病品种，如合川皂角4号、6031、湘7920、乐山大红皮、南1号等。在盛花期摘除所有雌花，可有效控制病害发生。合理间作，勤除杂草，保持土壤干燥，不利菌核萌发从而减少发病。在重灾区，对大行间作桑和密植桑园，可改冬季重剪为夏伐，可减少断梢病的发生率。冬春进行深翻，将菌核埋人深层土中，减少萌发侵染。(2)化学防治：盛花期及时喷药防治，药液要对准雌花喷射70%甲基硫菌灵1500倍液，或50%多菌灵可湿性粉剂 1 500倍液。 ,
